ID;CLASS;X01;X02;X03;X04;X05;X06;X07;X08;X09;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;DATETIME_OPEN;DATETIME_CHECK
2817;0;133;1;20;1;5;6;2;1;2;26;31;44;125;247;209;2;5;16;19;62;102;43;359;176;0;0;133;0;48;12;0;1;0;0;0;7478;-84153;-32049;-23393;255677;11745;6289;31522;59628;2423;7548;6590;4;0;0;3;1;0;NULL;6;15;-159;-100;NULL;NULL;-100;"2016-02-04 00:00:00";"2016-07-29 07:51:05"
2818;0;22;2;6;0;0;0;6;0;0;0;7;0;15;31;22;0;0;0;1;12;9;42;4127;763;0;0;21;1;11;0;0;0;0;0;0;3627;-3521;1309;2142;1273651;1406423;2607304;119348;764355;1817201;2607304;41277;3;0;0;2;0;0;NULL;1;0;NULL;NULL;NULL;NULL;NULL;"2014-06-27 00:00:00";"2016-07-29 14:13:43"
2820;0;113;1;38;1;4;10;10;3;3;29;38;68;100;314;234;2;7;36;36;75;63;30;3573;126;0;0;113;0;66;8;0;6;0;0;2;55701;-222016;-109806;-150614;79522;6811;4905;17774;15150;1599;284;2566;9;0;3;3;0;0;NULL;12;21;-207;-125;NULL;NULL;-1058;"2016-03-28 00:00:00";"2016-08-01 10:58:23"
2821;0;67;4;63;5;4;6;10;12;16;30;28;22;6;216;142;1;8;11;8;39;62;41;3600;1051;7;3;56;1;51;15;0;1;0;0;1;26058;-56858;-21524;-16112;89802;40825;23711;51818;28607;20340;83;23143;4;0;0;0;0;2;NULL;10;6;-114;-100;NULL;NULL;-2700;"2013-09-12 00:00:00";"2016-07-29 14:47:14"
2822;0;0;0;14;0;0;7;2;0;5;0;2;0;0;20;2;0;0;0;0;0;0;39;1327;1043;0;0;0;0;3;0;0;0;0;0;0;16104;-5895;7346;7601;1037501;1336479;692765;NULL;1037501;1336479;80525;NULL;3;0;0;1;1;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2013-09-23 00:00:00";"2016-08-01 22:13:17"
2824;0;242;3;29;0;2;5;7;9;0;9;19;4;164;454;346;1;4;21;37;132;150;23;4785;470;4;1;237;0;98;0;0;0;0;0;0;31623;-67685;-20767;-23994;105017;33255;69884;38211;65878;13782;15013;8385;5;0;0;3;0;0;NULL;20;1;NULL;NULL;NULL;NULL;NULL;"2015-04-13 00:00:00";"2016-07-26 23:53:38"
2825;0;4;1;7;0;1;1;1;2;1;1;6;2;2;37;10;0;1;3;3;2;0;35;1325;81;0;0;4;0;13;0;0;0;0;0;0;24107;-3493;142;-2194;643229;11687;48;20694;206315;5833;48;15133;6;1;0;4;1;0;NULL;3;1;NULL;NULL;NULL;NULL;NULL;"2016-05-12 00:00:00";"2016-08-01 17:20:42"
2826;0;83;1;19;0;2;4;4;3;3;4;11;0;40;113;87;2;2;6;18;27;32;35;3548;467;0;0;83;0;33;0;0;0;0;0;0;6935;-45698;-20744;-24696;287257;70838;58;67714;151119;26282;38;34804;2;0;0;1;1;0;NULL;11;0;NULL;NULL;NULL;NULL;NULL;"2015-04-17 00:00:00";"2016-07-27 00:21:34"
2828;0;681;2;8;0;0;0;0;0;2;4;5;0;263;713;704;0;2;12;22;201;462;36;1524;1706;0;0;637;44;100;0;0;1;0;0;0;24887;-116403;-52063;-53980;57565;25218;1;19637;7527;9938;1;5783;3;0;0;2;0;1;NULL;1;0;NULL;NULL;NULL;NULL;-640;"2011-11-28 00:00:00";"2016-07-30 17:40:30"
2829;0;2;1;14;1;1;9;1;1;0;17;36;0;2;71;38;2;0;14;4;0;17;59;2606;188;0;0;2;0;8;0;3;1;0;0;0;13284;-22066;-3238;-2941;351352;126412;1995372;148741;238760;71987;1995372;52507;3;0;1;1;0;0;NULL;4;0;NULL;NULL;-50;-50;-2000;"2016-01-23 00:00:00";"2016-07-29 09:10:44"
2830;0;24;2;22;2;3;3;1;0;9;0;6;10;16;66;33;0;2;6;1;10;6;41;4112;453;0;0;16;8;15;0;0;0;0;0;0;20401;-36348;-15034;-16349;549470;164442;22316;63693;207311;45936;130;229;2;0;1;1;0;0;NULL;4;5;NULL;NULL;NULL;NULL;NULL;"2015-05-01 00:00:00";"2016-07-27 15:34:08"
2831;0;28;1;6;0;2;0;1;0;1;0;4;10;12;75;42;0;7;10;10;7;6;47;125;276;0;0;28;0;19;0;0;0;0;0;0;-2626;-121560;-45309;-28322;352159;301154;6379;107249;312560;319211;6379;20145;4;0;1;3;0;0;NULL;3;4;NULL;NULL;NULL;NULL;NULL;"2015-10-24 00:00:00";"2016-07-26 19:07:26"
2832;0;125;4;78;4;3;11;8;13;31;61;31;53;87;381;263;5;10;26;31;66;116;24;651;345;7;3;105;10;83;22;0;8;0;0;4;17632;-134321;-56777;-51331;122612;18487;6365;52608;73920;2637;27;6678;5;1;1;1;1;1;NULL;20;21;-113;-100;NULL;NULL;-249;"2015-08-19 00:00:00";"2016-07-29 17:34:20"
2833;0;131;4;20;0;1;7;2;3;0;76;11;15;114;261;236;0;1;17;9;52;154;47;4112;843;7;5;116;3;64;37;0;1;0;0;0;18964;-39466;-11818;-12002;125806;59200;59123;34408;111269;30142;59123;11780;2;0;0;2;0;0;NULL;4;3;-129;-100;NULL;NULL;-200;"2014-04-09 00:00:00";"2016-07-30 09:41:56"
2834;0;90;3;14;0;1;1;2;0;1;10;4;14;83;163;129;1;6;19;41;29;15;36;4683;1788;6;3;81;0;19;5;0;2;0;9;0;3000;-312109;-188989;-204594;402631;71134;31;33299;122919;14126;26;13053;1;0;0;1;0;0;NULL;2;5;-308;-200;NULL;NULL;-3100;"2011-09-07 00:00:00";"2016-07-30 12:27:29"
2835;0;87;2;16;1;1;4;3;0;1;0;1;0;53;184;130;0;10;15;8;9;82;50;10484;843;0;0;83;4;21;0;0;0;0;0;0;2572;-61340;-18295;-17140;169240;9808;NULL;81966;68532;56;NULL;19990;2;0;0;2;0;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2014-04-11 00:00:00";"2016-08-01 04:32:56"
2836;0;48;1;404;0;1;8;16;102;275;17;360;176;38;659;242;0;2;3;6;86;130;35;2606;126;0;0;48;0;41;1;0;6;0;0;3;5454;-121474;-48158;-40126;69182;22448;8152;9293;29847;5554;2026;61;3;0;0;2;1;0;NULL;215;53;-50;-50;NULL;NULL;-67;"2016-03-22 00:00:00";"2016-07-26 16:09:34"
2837;0;321;1;134;0;11;19;20;24;37;67;63;127;376;874;696;4;14;45;82;163;362;20;3600;115;0;0;321;0;197;20;0;13;0;0;7;63838;-551757;-391768;-413775;38472;4257;2156;8767;8849;897;30;1380;7;0;3;4;0;0;NULL;18;20;-154;-125;NULL;NULL;-141;"2016-04-07 00:00:00";"2016-07-31 09:36:19"
2838;0;44;1;39;1;3;11;7;6;8;20;33;42;57;238;182;2;2;11;11;41;110;24;378;387;0;0;44;0;44;10;0;0;1;0;1;18000;-46716;-22294;-23789;196495;27924;923;37344;102290;1501;28;10531;2;1;0;1;0;0;NULL;14;13;-320;-350;NULL;NULL;NULL;"2015-07-06 00:00:00";"2016-07-27 05:06:50"
2840;0;25;2;7;0;0;1;0;0;2;6;0;1;16;58;35;0;0;6;7;10;8;52;913;123;3;0;22;0;24;1;0;1;0;0;1;40216;-22753;10568;12930;71823;224039;428147;75992;63310;21911;94;17617;6;0;0;3;1;0;7538;0;1;-200;-200;NULL;NULL;-267;"2016-03-29 00:00:00";"2016-07-30 18:40:31"
2844;0;62;2;18;7;1;1;0;0;0;80;7;0;12;173;148;0;6;23;14;24;68;46;2592;1343;9;0;53;0;64;40;0;0;0;0;0;16010;-81627;-40075;-46522;109265;118993;58819;115689;50899;88580;74074;30740;4;0;0;1;0;0;NULL;3;0;-175;-140;NULL;NULL;NULL;"2012-11-21 00:00:00";"2016-07-26 10:57:36"
2845;0;97;1;67;1;0;4;13;26;22;84;49;21;87;291;211;0;0;7;15;67;120;37;1618;412;0;0;97;0;72;42;0;4;0;0;4;3597;-54923;-32163;-36969;83320;39724;18931;29766;63155;14424;95;10892;4;0;0;2;1;0;NULL;27;9;-112;-100;NULL;NULL;-1219;"2015-06-13 00:00:00";"2016-07-29 10:07:55"
2846;0;103;1;11;0;2;1;2;1;1;3;11;10;40;193;129;1;1;8;0;28;90;21;1567;305;0;0;103;0;42;0;0;1;0;0;0;24132;-15868;-4096;-4598;291641;140665;176991;47562;150302;59291;176991;28239;7;1;0;3;0;1;NULL;6;2;NULL;NULL;NULL;NULL;-140;"2015-09-25 00:00:00";"2016-07-26 14:05:45"
2848;0;107;2;71;2;10;10;6;7;30;39;27;25;78;342;252;8;9;21;16;41;145;27;3548;155;0;0;101;6;61;2;0;17;0;0;5;8300;-184603;-123962;-128263;138530;15854;6134;25097;22351;4047;26;4615;2;0;1;1;0;0;NULL;12;8;-50;-50;NULL;NULL;-111;"2016-02-25 00:00:00";"2016-07-29 17:55:58"
2849;0;100;4;13;0;5;2;1;1;3;22;5;10;64;178;152;0;0;5;16;69;62;49;2406;2918;1;3;95;1;47;10;0;1;0;0;0;2920;-32059;-13712;-10567;223078;71927;37900;53366;113859;55698;37900;17519;2;0;0;1;0;0;NULL;2;3;-73;-60;NULL;NULL;-100;"2008-08-05 00:00:00";"2016-08-01 12:15:55"
2850;0;106;4;65;0;5;9;6;12;27;39;58;66;93;409;292;2;2;28;33;63;157;21;888;376;5;3;85;13;62;5;0;16;0;0;3;15847;-115089;-60028;-81289;240939;15727;19384;23565;40937;3412;670;7291;5;0;2;1;0;0;NULL;17;17;-128;-60;NULL;NULL;-1657;"2015-07-22 00:00:00";"2016-08-01 09:14:17"
2851;0;80;1;66;0;0;18;19;14;15;23;20;6;103;244;164;0;1;10;30;44;79;38;3588;460;0;0;80;0;63;1;0;8;0;0;1;6823;-21030;-12739;-15007;101968;61670;145710;34146;68579;35727;240;13684;1;0;0;1;0;0;NULL;10;3;-50;-50;NULL;NULL;-115;"2015-04-27 00:00:00";"2016-07-30 20:10:44"
2852;0;0;0;9;0;0;3;1;0;5;37;9;0;0;105;37;0;0;14;7;9;7;27;1327;171;0;0;0;0;3;0;0;22;0;0;0;-3500;-44076;-31493;-37948;798752;205518;60732;182652;786254;33431;72;66900;8;1;1;3;1;1;NULL;2;0;NULL;NULL;NULL;NULL;-1451;"2016-02-09 00:00:00";"2016-07-29 22:52:01"
2853;0;423;3;74;1;3;7;13;28;17;162;78;93;321;855;759;1;7;14;36;173;528;21;4112;1047;6;2;415;0;157;80;0;1;0;0;5;12297;-105226;-46930;-44818;17521;13198;9090;30266;5567;4835;3696;4474;1;0;0;1;0;0;NULL;14;23;-62;-50;NULL;NULL;-30;"2013-09-14 00:00:00";"2016-07-27 17:52:59"
2854;0;0;0;9;0;0;4;1;0;4;2;5;0;0;14;0;0;0;0;0;0;0;34;32734;298;0;0;0;0;5;0;0;0;0;0;0;12232;3000;7525;9002;NULL;NULL;1268058;NULL;NULL;NULL;1250673;NULL;4;1;0;2;1;0;NULL;1;0;NULL;NULL;NULL;NULL;NULL;"2015-10-05 00:00:00";"2016-07-29 17:13:35"
2856;0;534;3;35;2;3;6;0;1;0;22;11;15;391;656;608;1;9;90;145;227;107;51;135;2520;6;0;503;25;138;0;0;12;0;0;0;16086;-520590;-258632;-259584;37126;24012;8146;27799;26511;11389;4719;5071;5;0;0;2;1;0;NULL;7;5;NULL;NULL;NULL;NULL;-1380;"2009-09-07 00:00:00";"2016-08-01 16:55:39"
2858;0;76;1;49;1;6;8;19;13;2;0;48;0;20;208;127;0;7;10;14;43;52;19;1585;371;0;0;76;0;47;0;0;0;0;0;0;3044;-45887;-28365;-35027;151751;10514;33622;48056;96881;6043;32879;14223;1;0;0;1;0;0;NULL;3;0;NULL;NULL;NULL;NULL;NULL;"2015-07-21 00:00:00";"2016-07-26 16:06:20"
2859;0;16;2;5;0;1;2;0;0;2;2;0;3;8;27;21;0;2;0;2;2;15;37;4785;30;0;2;14;0;9;0;0;1;0;0;0;9444;-4186;-1412;-3022;537318;928;235421;26039;537318;928;69;20510;5;2;0;2;0;0;NULL;0;2;NULL;NULL;NULL;NULL;-300;"2016-06-29 00:00:00";"2016-07-29 19:13:48"
2860;0;140;4;15;2;1;1;1;2;2;38;2;17;51;298;214;0;1;13;32;91;77;31;1116;696;8;1;100;31;38;2;0;25;0;0;0;11868;-36638;-12785;-13170;132111;76703;23;54598;79635;21883;23;21144;5;0;0;2;1;1;NULL;2;5;-275;-275;NULL;NULL;-378;"2014-09-05 00:00:00";"2016-08-01 14:52:04"
2861;0;149;2;64;2;1;13;12;14;20;76;44;74;117;536;327;0;3;14;17;93;199;23;385;488;0;4;145;0;50;0;0;38;0;0;5;4072;-59446;-28980;-22806;79030;21417;30998;18507;25486;2399;28;5963;2;0;1;1;0;0;NULL;12;11;NULL;NULL;NULL;NULL;-110;"2015-03-30 00:00:00";"2016-07-30 15:25:25"
2862;0;13;2;5;1;0;0;1;0;0;5;1;0;6;27;18;2;0;0;1;4;9;57;1579;109;4;0;9;0;13;1;1;0;0;0;0;15415;-1068;1576;-147;750794;127294;NULL;50520;700804;65002;NULL;22814;3;0;0;3;0;0;NULL;1;0;-300;-300;-100;-100;NULL;"2016-04-12 00:00:00";"2016-07-30 06:58:29"
2864;0;4;1;6;0;0;4;0;1;2;0;2;10;0;18;9;0;0;4;0;2;4;19;3600;308;0;4;0;0;2;0;0;0;0;0;0;3144;-559;1195;1623;2177545;245605;279702;5805;1623061;1932;279702;3498;5;0;0;4;0;0;NULL;2;3;NULL;NULL;NULL;NULL;NULL;"2015-09-23 00:00:00";"2016-07-27 12:13:47"
2865;0;4;1;19;3;2;1;0;0;5;0;6;1;4;100;41;4;5;5;10;2;4;58;1142;447;0;0;4;0;15;0;0;1;0;0;0;331206;-42222;14172;-1942;270047;133586;22;174847;290421;57239;24;141200;7;0;0;4;0;0;NULL;1;1;NULL;NULL;NULL;NULL;-33148;"2015-05-06 00:00:00";"2016-07-26 18:10:07"
2866;0;3;2;38;1;6;3;6;6;5;0;31;51;2;103;59;2;12;7;2;8;3;31;3600;526;0;0;2;1;9;0;0;0;0;0;0;44301;-347188;-199160;-187922;322328;79407;178713;28223;157606;14117;113247;17;1;0;0;1;0;0;NULL;13;10;NULL;NULL;NULL;NULL;NULL;"2015-02-16 00:00:00";"2016-07-26 22:09:11"
2867;0;99;1;28;1;5;9;3;2;4;29;12;36;61;215;177;1;9;10;23;70;64;52;136;1611;0;0;99;0;58;13;0;2;0;0;2;5857;-55287;-20883;-18594;139846;899031;27427;91934;81340;7971;17;17569;6;0;0;1;1;1;NULL;2;3;-167;-100;NULL;NULL;-3418;"2012-03-01 00:00:00";"2016-07-29 14:24:56"
2868;0;37;2;27;0;4;3;2;4;4;9;17;36;32;156;98;0;6;14;8;25;27;34;4723;1519;0;0;36;1;35;3;0;2;0;0;1;20636;-218741;-151656;-170686;228928;33230;110204;190860;115890;16381;31;3966;1;0;0;1;0;0;NULL;4;8;-275;-200;NULL;NULL;-486;"2012-06-01 00:00:00";"2016-07-29 19:05:06"
2869;0;348;3;46;1;3;18;2;3;10;28;28;47;551;854;794;0;2;16;33;176;558;22;3600;400;11;4;333;0;128;14;0;1;0;0;0;5185;-189388;-93155;-85359;21128;13370;968;12881;9682;8116;85;5540;6;2;2;2;0;0;NULL;10;8;-208;-100;NULL;NULL;-5259;"2015-06-29 00:00:00";"2016-08-02 01:27:02"
2870;0;0;0;1;0;0;0;0;0;1;0;2;0;0;2;0;0;0;0;0;0;0;28;57662;312;0;0;0;0;2;0;0;0;0;0;0;10;10;10;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;0;0;2;0;0;NULL;1;0;NULL;NULL;NULL;NULL;NULL;"2015-09-24 00:00:00";"2016-08-01 14:00:07"
2871;0;315;4;32;0;5;2;8;1;9;33;4;6;194;439;393;1;2;27;39;107;210;23;4120;1241;5;4;282;24;87;10;0;4;0;0;1;19934;-141481;-39754;-25449;159221;35865;24972;25414;51549;2446;36;8631;2;0;0;1;0;0;NULL;2;2;-358;-375;NULL;NULL;-400;"2013-03-06 00:00:00";"2016-07-29 15:29:34"
2872;0;37;2;23;0;0;9;0;0;3;7;1;2;18;95;57;3;2;4;4;19;16;37;127;759;0;0;29;8;21;0;0;2;0;0;0;19460;-13824;-2449;-4628;324129;39561;7749;113891;130510;34781;1;19618;4;0;0;2;1;0;NULL;1;1;NULL;NULL;NULL;NULL;-295;"2014-07-04 00:00:00";"2016-08-01 11:29:19"
2873;0;148;1;30;1;4;10;8;3;0;9;30;11;111;226;183;1;1;19;17;58;85;25;1325;1298;0;0;148;0;50;4;0;0;0;0;0;45655;-20348;48;-2876;140776;26677;7863;55126;66078;2359;5880;25141;4;0;0;1;0;1;NULL;6;2;-188;-200;NULL;NULL;NULL;"2013-01-11 00:00:00";"2016-08-01 12:45:32"
2874;0;73;3;14;0;1;2;3;0;0;0;2;0;42;87;68;0;2;14;22;22;2;56;10484;973;6;3;64;0;29;0;0;0;0;0;0;56937;-30954;7019;6531;317301;206375;104289;80564;219849;101383;11;19917;6;1;0;3;0;0;NULL;1;0;NULL;NULL;NULL;NULL;NULL;"2013-12-03 00:00:00";"2016-08-02 06:12:55"
2875;0;10;1;5;0;0;0;5;0;0;0;5;0;10;28;10;0;3;3;0;2;2;36;889;1344;0;0;10;0;5;0;0;0;0;0;0;3700;-24370;-12492;-10800;1162223;863018;2440506;160120;1162223;1103802;2440506;654;6;0;1;3;0;1;NULL;1;0;NULL;NULL;NULL;NULL;NULL;"2012-11-22 00:00:00";"2016-07-28 05:22:03"
2876;0;30;1;11;2;2;6;0;0;0;28;3;0;20;96;80;2;1;3;8;19;45;41;1524;975;0;0;30;0;20;0;5;9;0;0;0;8943;-8731;-1429;-3595;184209;279221;8179;90159;59221;141655;4280;49728;4;0;0;1;0;1;NULL;1;0;NULL;NULL;-100;-100;-95;"2013-11-27 00:00:00";"2016-07-29 18:24:17"
2877;0;10;1;47;1;1;5;3;2;21;72;7;24;10;159;106;0;0;3;10;60;15;45;4832;280;0;0;10;0;15;0;0;36;0;0;4;67501;-325385;-170147;-168276;153202;86298;23295;66139;87257;25161;46;12699;3;0;1;2;0;0;NULL;4;5;NULL;NULL;NULL;NULL;-516;"2015-10-27 00:00:00";"2016-08-02 07:33:35"
2879;0;0;0;6;4;0;0;0;2;0;2;20;0;0;37;7;5;0;0;0;0;2;28;4458;720;0;0;0;0;11;1;0;0;0;0;0;7550;-6350;1196;550;1575900;523060;37351727;65703;1642210;655601;37351727;65703;3;0;1;2;0;0;NULL;2;0;-200;-200;NULL;NULL;NULL;"2014-08-12 00:00:00";"2016-08-01 08:31:56"
2880;0;23;2;9;0;1;1;0;0;1;40;2;2;18;112;92;3;4;9;11;11;40;56;1524;886;5;0;18;0;39;20;0;2;0;0;0;180690;-26318;55369;42896;349695;174486;13;79740;169184;92025;13;14283;2;0;0;1;0;0;NULL;0;1;-120;-100;NULL;NULL;-9835;"2014-02-22 00:00:00";"2016-07-27 11:08:55"
2882;0;0;0;0;0;0;0;0;0;0;1;2;0;0;4;0;0;0;0;0;0;0;29;140;25;0;0;0;0;3;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;0;0;3;0;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2016-07-02 00:00:00";"2016-07-27 10:08:09"
2883;0;0;0;2;0;0;0;0;0;2;0;3;0;0;4;0;0;0;0;0;0;0;24;125;451;0;0;0;0;2;0;0;0;0;0;0;50;25;37;37;NULL;NULL;5559;NULL;NULL;NULL;5559;NULL;7;1;0;3;2;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2015-05-08 00:00:00";"2016-08-01 10:22:35"
2884;0;284;3;16;0;2;2;4;1;5;56;8;6;182;394;360;0;5;8;17;50;278;19;2406;678;0;1;275;8;55;2;0;26;0;0;1;-151;-92660;-31345;-31846;152171;29350;69;24739;82095;8708;60;7383;2;0;0;1;0;0;NULL;5;2;-100;-100;NULL;NULL;-101;"2014-09-17 00:00:00";"2016-07-26 20:53:36"
2886;0;553;2;97;5;12;9;16;14;18;40;24;84;533;925;768;9;26;55;79;195;370;34;378;2866;0;0;546;7;117;3;0;19;0;0;2;12231;-389130;-157637;-128030;91911;21373;2290;18930;9887;1930;47;3391;4;0;0;2;0;0;NULL;8;18;-84;-100;NULL;NULL;-207;"2008-09-25 00:00:00";"2016-07-31 13:12:28"
2887;0;115;1;69;2;6;27;4;2;19;70;38;25;85;354;262;2;8;25;38;79;99;38;2592;172;0;0;115;0;109;32;0;3;0;0;2;10823;-155818;-82137;-64364;85194;15799;5918;25460;43096;4963;30;10465;11;0;2;5;1;0;NULL;8;9;-196;-200;NULL;NULL;-450;"2016-02-08 00:00:00";"2016-07-29 13:44:00"
2888;0;42;1;28;0;1;2;6;2;12;72;5;10;28;167;133;8;2;4;4;27;86;29;3600;374;0;0;42;0;38;10;25;2;0;0;2;7036;-66730;-24066;-17044;87288;49342;43;77778;41234;930;29;29416;1;0;0;1;0;0;NULL;2;1;-170;-150;-100;-100;-5505;"2015-07-23 00:00:00";"2016-07-31 12:26:53"
2889;0;23;2;9;0;0;1;3;1;3;4;5;4;22;50;37;0;0;2;5;5;24;33;4455;73;1;0;22;0;17;0;0;1;0;4;0;13253;-6074;-2503;-3175;334946;24390;470819;82351;347997;13455;1137;21823;5;0;3;2;0;0;NULL;3;2;NULL;NULL;NULL;NULL;-200;"2016-05-17 00:00:00";"2016-07-29 14:37:16"
2891;0;6;2;4;0;0;0;0;4;0;48;2;0;2;67;53;0;0;0;0;3;50;18;1116;532;0;4;2;0;30;24;0;0;0;0;0;-161;-1893;-1140;-1087;1009307;21659;NULL;137065;948907;7571;NULL;35140;1;0;0;1;0;0;NULL;0;0;-69;-50;NULL;NULL;NULL;"2015-02-12 00:00:00";"2016-07-28 11:57:55"
2893;0;12;3;18;0;1;2;0;2;7;8;0;8;0;72;40;1;4;13;3;9;9;30;4444;262;8;2;0;2;7;0;0;4;0;0;3;26577;-495;8027;6404;744177;20080;207746;24456;911070;428;26;954;5;0;0;3;1;1;NULL;0;4;NULL;NULL;NULL;NULL;-288;"2015-11-10 00:00:00";"2016-07-29 19:18:34"
2894;0;50;3;18;3;1;0;5;3;1;0;9;0;2;101;76;3;3;13;5;23;25;66;2611;1785;4;5;41;0;16;0;0;0;0;0;0;22481;-22165;-8961;-11976;789752;73214;6168;69431;301184;45848;6168;50475;5;0;0;3;0;0;NULL;2;0;NULL;NULL;NULL;NULL;NULL;"2011-09-06 00:00:00";"2016-07-26 15:11:40"
2895;0;67;2;83;0;7;10;20;23;20;68;65;139;10;431;327;0;2;27;41;116;140;30;2622;351;0;0;60;7;50;10;0;24;0;0;10;4421;-74302;-30293;-27846;175305;12013;15167;20011;43880;1963;25;1836;2;0;0;1;1;0;NULL;17;19;-92;-100;NULL;NULL;-105;"2015-08-14 00:00:00";"2016-07-30 15:44:30"
2897;0;177;3;30;6;1;4;1;0;3;32;17;9;236;448;388;2;5;42;65;171;92;32;136;2144;6;0;169;2;84;7;0;10;0;0;0;20000;-215498;-105263;-98688;64600;1057501;15637;22802;7267;20097;39;9346;3;0;0;2;0;1;NULL;5;1;-943;-500;NULL;NULL;-775;"2010-09-15 00:00:00";"2016-07-29 10:08:15"
2898;0;34;1;23;2;1;5;2;2;4;62;13;52;34;207;175;10;13;26;18;23;54;43;4683;1408;0;0;34;0;54;29;2;0;0;0;0;47065;-261637;-124736;-132182;168966;57368;48;720031;84918;11126;48;3287;3;0;0;2;0;0;NULL;4;16;-245;-200;-250;-250;NULL;"2012-09-19 00:00:00";"2016-07-28 05:07:50"
2899;0;268;1;32;0;1;12;3;3;3;22;28;8;243;368;332;5;7;48;67;80;123;28;4656;56;0;0;268;0;129;11;0;0;0;0;2;996;-213820;-107035;-120186;10895;6379;32;10477;4810;502;26;3367;2;0;1;1;0;0;NULL;6;3;-237;-200;NULL;NULL;NULL;"2016-06-04 00:00:00";"2016-07-30 08:52:13"
2900;0;9;1;4;0;0;0;2;1;1;18;7;0;9;38;27;0;0;16;2;6;3;35;1567;348;0;0;9;0;12;1;0;0;0;0;0;-2825;-48231;-33670;-39625;1585830;28279;NULL;166303;408575;14971;NULL;172894;4;0;0;1;1;0;NULL;2;0;-100;-100;NULL;NULL;NULL;"2015-08-19 00:00:00";"2016-08-01 03:27:15"
2901;0;57;1;17;1;1;3;7;2;3;51;47;10;27;197;128;0;1;1;12;38;76;24;4832;1824;0;0;57;0;63;24;0;0;0;0;1;-1283;-22569;-11530;-10742;78939;68485;33;138396;45158;45768;33;28592;1;0;0;1;0;0;NULL;3;4;-183;-100;NULL;NULL;NULL;"2011-08-04 00:00:00";"2016-08-01 01:17:13"
2902;0;51;3;40;0;1;6;7;6;19;47;20;5;33;205;115;4;0;4;5;30;72;23;2592;471;0;2;35;14;44;11;0;11;0;0;2;15149;-22122;-11969;-18276;299198;6696;5768;48185;242200;1051;42;26317;2;0;1;1;0;0;1388;4;1;-208;-100;NULL;NULL;-126;"2015-04-13 00:00:00";"2016-07-27 14:32:22"
2903;0;2;1;32;0;0;7;10;14;1;4;33;0;2;78;19;1;1;7;4;2;4;62;2415;528;0;0;2;0;16;0;0;3;0;0;1;9784;2784;4758;4424;581797;114141;469076;56424;520203;32707;6279;31965;5;0;1;2;0;0;NULL;23;0;NULL;NULL;NULL;NULL;-221;"2015-02-20 00:00:00";"2016-08-01 17:47:22"
2904;0;17;1;11;0;1;0;1;2;7;0;0;0;7;29;17;0;0;0;1;4;10;43;2613;1877;0;0;17;0;11;0;0;0;0;0;0;200;-30397;-20332;-28990;247882;332999;632931;426560;247882;332999;36;47296;2;0;0;2;0;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2011-06-07 00:00:00";"2016-07-27 15:29:18"
2905;0;246;2;43;0;9;13;4;1;7;78;28;33;233;552;437;1;2;26;34;150;215;26;359;439;0;4;242;0;164;36;0;1;0;0;1;37626;-195645;-102856;-89296;62284;33866;19860;23934;30315;7631;609;6358;2;0;1;1;0;0;NULL;19;12;-120;-100;NULL;NULL;-100;"2015-05-18 00:00:00";"2016-07-30 13:57:20"
2906;0;156;2;123;0;4;14;24;20;56;56;28;129;122;511;362;2;3;33;34;120;165;32;888;213;0;0;151;5;62;0;0;23;0;0;9;7640;-149732;-59217;-52672;71772;8201;4337;21812;34944;301;25;5615;2;0;0;2;0;0;NULL;19;14;NULL;NULL;NULL;NULL;-159;"2015-12-29 00:00:00";"2016-07-29 08:49:39"
2910;0;41;1;11;0;2;1;2;3;3;39;17;11;42;116;94;0;2;2;2;23;65;26;1512;368;0;0;41;0;39;19;0;0;0;0;1;3790;-20473;-9201;-8688;655638;8342;NULL;48234;383175;1155;NULL;18693;2;0;1;1;0;0;NULL;4;4;-152;-100;NULL;NULL;NULL;"2015-07-30 00:00:00";"2016-08-01 17:00:16"
2911;0;10;2;26;0;5;3;1;7;10;10;157;8;8;282;39;0;5;3;1;6;24;29;4455;351;0;2;8;0;14;1;0;4;0;0;3;5835;-3159;-171;-142;735134;5655;5463;20050;131428;145;52;4459;3;0;0;1;2;0;NULL;4;2;-66;-66;NULL;NULL;-55;"2015-08-17 00:00:00";"2016-08-02 10:00:05"
